r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.16,1.99,1.5,4.185940754478018,1.0210632981990433,4.229795883653661
0.41,4.84,1.5,10.375861410022784,1.007598390542508,10.41520673478067
0.57,6.79,1.5,13.029570215475259,1.0040185192129807,13.055723756315922
0.73,8.87,1.5,15.299388876683931,1.0019242143222775,15.31410145414657
0.9,10.9,1.5,16.715648357153245,1.00076973149089,16.722080400120404
1.06,12.9,1.5,17.420998823259247,1.0002401979140472,17.423090941425166
1.22,14.7,1.5,17.405795012006777,1.0000849783239476,17.4065345539394
1.47,16.8,1.5,17.835257217096704,1.0003541423681286,17.83841504765458
1.79,20.1,1.5,16.433386747715762,1.0013316740057647,16.444325064338628
