r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.1,6.29,4.62,2.262410219213129,1.03029345862522,2.2964226675360067
0.3,13.9,4.62,6.768943787622999,1.0159487125630937,6.8227082365761005
0.49,15.6,4.62,9.691155761827378,1.008826243570759,9.733830055882438
0.69,18.4,4.62,14.140951170271396,1.004914501464061,14.175656445364819
0.89,22.5,4.62,15.274897708331798,1.002570793103563,15.294519406437919
1.09,26.5,4.62,17.146107429967888,1.0011990140002698,17.15638356201345
1.29,35.3,4.62,19.671799612643476,1.0005088098670656,19.676803579080474
1.48,40.5,4.62,22.844255295369116,1.0001662485893228,22.846154129061283
1.68,44.2,4.89,25.09904380648793,1.0000904521792267,25.100178912424713
1.88,46.3,4.62,26.6757792763398,1.000229306811152,26.678837569968383
2.08,46.4,4.62,27.395977806970134,1.0005470195202935,27.403469849855757
2.27,46.3,4.62,27.55252801468497,1.0009767937581762,27.565981298909183
2.37,46.4,6.73,27.75392224533318,1.001244781419286,27.771190656516758
2.98,46.9,8.65,28.065868951450625,1.0033590727179809,28.112967080449632
