r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.11,9.1,8.5,27.237756882680337,1.0277563573097899,27.613180074176345
0.14,17.6,7.4,29.917062021528785,1.0277563573097899,30.329414586120773
0.17,19.3,7.4,32.32653553970793,1.0277563573097899,32.77209833676936
0.21,24.8,6.4,35.62593016329538,1.0208529132408322,35.99546584460833
0.24,30.0,7.2,37.98720837334589,1.0208529132408322,38.38123679205885
0.28,35.0,7.3,40.67995698129486,1.0196293649510448,41.0772775301697
0.32,38.3,7.6,43.212758532637096,1.0196293649510448,43.63481691746966
0.35,42.7,8.8,45.056250398807045,1.0177151603861572,45.45358775135288
0.39,47.0,5.3,47.3495353725884,1.015623325149707,47.71798045898582
0.42,49.8,5.6,48.91362284681028,1.0145679184419152,49.26861946522164
0.46,52.2,6.2,51.02733483144108,1.0139143309595262,51.381114044980976
0.49,53.4,6.3,52.63182402311362,1.0139143309595262,52.99672737092857
0.53,54.6,5.9,54.83612039522854,1.01146018223063,55.14944124026572
0.56,55.5,6.9,56.269950239892694,1.0108925112512448,56.575580756101374
0.6,55.9,7.5,57.61317384071112,1.010055592399652,57.90211658150342
0.63,58.3,7.4,58.57715766405878,1.010055592399652,58.87093499578627
0.66,59.3,6.3,59.64116866728887,1.009451266647223,59.922348148262444
0.7,59.5,6.7,61.13488774832256,1.0082521029598484,61.38661518917465
0.87,59.1,5.1,66.16646053704248,1.0059762149968487,66.36387852020339
1.05,62.6,5.5,69.76248347070222,1.0036494848913262,69.88966610330883
1.22,65.6,4.8,72.54878083055566,1.0025601113697733,72.64158794871832
1.4,70.7,4.6,75.77865794536085,1.001641786441467,75.84083862056389
1.57,73.9,4.0,79.40491168687237,1.0010143790038757,79.44517481655193
1.75,78.5,4.2,83.32317924803397,1.0005479298473845,83.3460037503501
1.92,82.4,4.6,88.30857829225879,1.0002728014982465,88.32062282710608
2.1,87.1,4.9,93.2985959165517,1.0001287473455356,93.30460169653409
2.27,89.6,5.4,97.09155473057375,1.000093871614053,97.0961116941106
2.45,94.9,5.7,97.83436257266666,1.0001495351044787,97.84167713504539
2.62,98.1,5.0,97.67731210470527,1.0002817099008106,97.6910694688293
2.79,99.3,5.7,98.34580316414117,1.0004687296849988,98.368849262529
2.97,98.6,7.2,99.18853361150168,1.0007132115502895,99.22389851087591
3.16,101.0,8.7,99.51307703010696,1.001053588492802,99.56548614575192
3.33,103.0,9.4,99.04366966141754,1.0013829533497711,99.11213238677267
3.51,107.0,9.1,98.4316356665884,1.0017960319026564,98.5199891918916
3.68,114.0,7.4,97.90706001101248,1.0022089193802337,98.01513476299083
3.85,112.0,8.1,96.966214734824,1.002636947407079,97.09397796830378
4.03,114.0,7.6,95.96000468945383,1.0031207228672328,96.10962034361911
4.2,116.0,7.2,94.73248914707139,1.0036661409562224,94.90598160976263
4.38,114.0,7.8,93.35488685655402,1.004178231347195,93.54971271914317
4.73,114.0,11.4,91.25140711243854,1.0053620856246894,91.49572896079857
5.25,109.0,9.9,88.89309590738755,1.007270741563223,89.21566999465179
5.78,107.0,12.6,84.94400037671878,1.0093742490389153,85.34121475847944
6.3,105.0,12.5,81.90696795755535,1.0116793319766055,82.38388880569498
6.82,101.0,5.2,79.56559369476231,1.0142095618687248,80.12889579737437
7.35,94.5,4.6,76.43767461141135,1.0168525290247972,77.079067692623
7.87,90.8,6.1,73.73891306494828,1.0198956346281807,74.46884158410211
