r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.47,15.3,4.4,12.992405473968244,1.028112492157251,13.17376414577943
1.41,41.0,4.36,32.891774047624736,1.0159199670487729,33.15255820667684
2.35,60.7,4.4,41.172943785937875,1.010310492842918,41.38465614181039
3.29,74.9,4.4,42.566806316659466,1.0068306755683427,42.7119389219756
4.22,83.0,6.28,44.701026833843535,1.003823276352056,44.78639750217747
5.17,86.8,4.4,47.33704785894448,1.0023415488324756,47.392436458698455
6.11,89.4,4.4,49.95313904050475,1.0012828023508145,49.98516877393839
7.05,92.5,4.4,51.06229626642343,1.0005753681191345,51.07698396269995
7.99,94.7,4.4,52.661821085108706,1.0002403889983555,52.6681503659703
8.92,96.3,4.4,52.706065115885856,1.000092861582124,52.70851224337325
9.87,97.8,4.4,54.40236851461524,1.0001351594125787,54.406044886481034
10.79,98.8,4.62,56.197054193258204,1.0003205866509353,56.206061484109874
11.8,99.5,4.4,57.813621232370494,1.0006141639371728,57.83137202793336
12.6,99.7,5.14,58.48278806623364,1.0009267125367338,58.509880157484034
