r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.45,18.9,9.78,65.19,,
1.34,58.3,10.5,120.17,,
2.23,74.1,5.69,137.48,,
3.12,119.0,4.27,146.18,,
4.01,141.0,3.76,157.86,1.0130425903074467,158.88611668699903
4.9,195.0,4.54,175.79,1.0107055455983374,176.72845893810657
5.79,227.0,4.2,199.19,1.0083685008892282,200.02172439976223
6.69,246.0,4.24,217.87,1.006005197250803,218.52319698616625
7.58,268.0,5.56,228.65,1.003668152541694,229.06897767252386
8.47,283.0,2.96,241.76,1.0028688279795153,242.10653556642933
10.23,291.0,9.81,260.94,1.0015477289304135,261.14185411988336
12.06,310.0,4.74,275.0400029086679,1.0005782326161374,275.11950996714745
13.44,310.0,20.4,277.98028779033956,1.0004957419674847,278.04918250029334
15.18,310.0,16.1,282.2671334038024,1.0003917320191835,282.32241452754465
16.83,314.0,13.5,283.7363587910439,1.0007452444137805,283.8420655685532
18.56,317.0,12.7,277.4176075882712,1.0011530783389113,277.5775036254579
20.3,319.0,10.4,274.1903712751416,1.0017731454225807,274.433353313095
21.94,318.0,10.8,275.0623645648383,1.0024526954974844,275.39948009254607
23.68,317.0,9.3,274.2245512349323,1.003284571255658,274.67453707450187
25.41,317.0,7.23,265.4585180400132,1.0042642071186811,266.0239010048401
27.06,312.0,8.39,257.17034238029856,1.0052160107051342,257.84017168657215
28.8,312.0,8.37,247.63895028851982,1.006307960847463,248.41877085372658
30.53,311.0,11.5,238.15547211853016,1.007393635414261,239.03426810209055
32.18,310.0,14.5,230.78446091537447,1.008549798043059,231.7689413828932
33.91,313.0,15.9,224.30081163473304,1.009767623440619,225.3935925837838
35.65,320.0,8.83,217.71449767987434,1.0111108191577725,218.92064980610624
37.3,321.0,7.88,212.31512287164097,1.0124317133623437,213.63076694885328
39.03,320.0,8.0,206.59717931278735,1.013908950120442,208.0289926816008
40.76,315.0,9.82,201.30546962266078,1.0154986025685988,202.85944838284138
42.41,312.0,9.07,196.97196805637088,1.0170667888419365,198.6456964697803
