r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.6,16.0,3.53,14.318536936433135,,
0.73,16.6,4.83,16.375066412079065,1.008282975718599,16.442743697495168
0.85,18.6,2.5,17.879119105817267,1.0076721790116125,17.947573958398145
0.98,20.0,7.58,19.968217246414362,1.0070104825790442,20.03808842219231
1.07,21.4,4.03,21.26249750146958,1.0065523850488045,21.332043799312274
1.54,28.9,2.74,27.1146086086449,1.0045029035525836,27.175587274200105
2.02,32.9,2.65,31.18002565746218,1.0029081909756064,31.22533147650059
2.49,35.2,2.88,33.63529247680181,1.0020351843244957,33.66950208993098
2.96,37.6,3.05,34.90671138907245,1.0015602389287643,34.93393218046836
3.43,40.6,3.68,35.32418010371932,1.0014493994033367,35.34977025727133
3.9,42.7,3.25,35.80341464162322,1.0017454872786835,35.834648220507084
4.37,45.5,2.99,35.96655251758222,1.0023428818425792,36.00866055988614
4.86,48.9,1.96,35.986336295877635,1.0031913962654917,36.04371388332105
5.34,51.5,1.53,35.891951744088814,1.0042367828748373,35.967904583444586
5.81,53.0,1.86,35.67475437897225,1.0054709576771408,35.77220880420023
6.28,55.0,1.48,35.70686208559918,1.0069106791222502,35.83002899339165
6.75,57.6,0.99,35.760271251767655,1.0085646338954461,35.91308157387215
7.22,59.7,1.19,35.96768549684563,1.0104859975504765,36.15577224440814
7.69,60.5,1.26,36.35770069737634,1.0126903150567275,36.58766874404466
8.16,61.8,1.33,36.796836820574676,1.0151376659922,37.074299841596925
8.64,62.9,1.35,37.021216889778216,1.0179389850887417,37.35180241651759
9.11,63.0,2.09,37.29874662773536,1.0207049726062432,37.68290309175239
9.58,64.5,2.38,37.20884303495609,1.0236859346507436,37.64692722058582
10.05,65.6,1.08,37.007901858927376,1.0270636270683298,37.50534271628048
