r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.25,20.9,3.4,17.33139636613276,,
0.83,40.0,3.29,35.00630800298712,,
1.38,51.5,2.96,51.36339260601854,1.0064415435189444,51.528556819231284
1.85,67.9,3.45,61.93297183245771,1.0041926262710703,62.06266693624727
2.68,80.2,2.93,61.776141834854016,1.0021139525515685,61.84140327949186
3.19,83.3,3.08,65.33506944972203,1.0015364631877002,65.38524264933827
3.68,91.4,2.83,68.19718249312064,1.0012120868835037,68.23850043187524
4.13,102.0,5.4,69.97198367918405,1.0013627445813844,70.01964441816244
5.23,105.0,4.21,69.42425584765024,1.0023559036866339,69.50598616892388
6.05,109.0,2.1,65.99247305564477,1.0036889458739928,66.11408233696802
6.81,108.0,2.1,62.639955300111765,1.0052485466493726,62.804124533306954
7.56,109.0,2.1,61.778006604292436,1.006975479505404,61.9930977745948
8.32,110.0,2.1,61.35031621760397,1.0089565551133872,61.62444751210834
9.09,111.0,2.33,60.56720647347044,1.0112746368610024,60.90768609669311
9.86,112.0,4.74,57.32175154337139,1.0138813632636756,57.71823238981668
