r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.25,20.9,3.4,17.33139636613276,,
0.83,40.0,3.29,35.00630800298712,1.0065129380753017,35.12011994933529
1.38,51.5,2.96,51.36339260601854,1.0043723086826881,51.475558437566086
1.85,67.9,3.45,61.93297183245771,1.003012293424505,62.026181833176864
2.68,80.2,2.93,61.776141834854016,1.0015951921853155,61.82539461011733
3.19,83.3,3.08,65.33506944972203,1.001267647510774,65.37646725349846
3.68,91.4,2.83,68.19718249312064,1.0012720502951278,68.24054383111101
4.13,102.0,5.4,69.97198367918405,1.0014930807800253,70.02420110723038
5.23,105.0,4.21,69.42425584765024,1.002742529101543,69.51938968648783
6.05,109.0,2.1,65.99247305564477,1.0041418552263066,66.12899747034297
6.81,108.0,2.1,62.639955300111765,1.005734069608341,62.8192895208367
7.56,109.0,2.1,61.778006604292436,1.0075534254718117,62.0108854576668
8.32,110.0,2.1,61.35031621760397,1.0096249164243565,61.64485502006936
9.09,111.0,2.33,60.56720647347044,1.0120565013183,60.93122686006974
9.86,112.0,4.74,57.32175154337139,1.0146679756393033,57.74061818108317
