name,N,chi2,chi2N,huber_ilg,medabs_ilg
NGC4157,17,350.6689230649531,20.627583709703124,4.645776475215192,3.84680391476713
NGC4183,22,14.416704427428996,0.655304746701318,0.32533481115985785,0.6579820918033933
NGC4214,14,93.93615754052132,6.709725538608666,2.557234576742153,2.639204224571917
NGC4217,18,366.97546639490554,20.387525910828085,5.096184021287593,4.311525040346849
NGC4559,32,94.61106649055316,2.956595827829786,1.2810317910643918,1.4368941376962039
NGC5005,17,162.5719189598821,9.563054056463654,2.7582823779672356,2.7263525761943064
NGC5033,22,99.5245842039438,4.5238447365429,1.6320667063497962,1.485323158917026
NGC5055,28,518.6005117670296,18.521446848822485,4.107531422739306,3.448920517392703
NGC5371,18,838.8716033860056,46.6039779658892,7.572189636630458,6.857243274447972
NGC5585,21,16.77107522251244,0.7986226296434495,0.39931131482172477,0.90515584847129
NGC5907,19,234.54405662838153,12.344424033072713,3.3520471793541544,3.275256721954937
NGC5985,33,106.3674674098337,3.2232565881767785,1.392031934698218,1.7068583064770237
NGC6015,43,85.45073302598615,1.9872263494415385,0.8838015602815112,1.1013978783501748
NGC6195,21,897.1799375107889,42.72285416718042,7.469990680776156,6.649069005660257
NGC6503,31,16.88909399166147,0.5448094836019829,0.2682925531403711,0.2984903714542642
NGC6674,15,56.955715833883794,3.7970477222589194,1.4038255174923222,1.3258189769931557
NGC6946,56,716.0612682893649,12.786808362310087,3.6112912074279166,3.6670497467656316
NGC7331,36,1225.8278148026745,34.050772633407625,6.56735922925814,5.821232179960763
NGC7793,37,36.0088082014369,0.9732110324712675,0.48659518293823983,0.9872082695927312
NGC7814,17,29.968512185980888,1.7628536579988758,0.8409543783737045,1.3900286774581674
UGC00128,21,47.5448748150191,2.2640416578580522,1.0510177430826628,1.3579321996229283
UGC00191,8,22.86281489862261,2.857851862327826,1.285908569439936,1.679494471547907
UGC00731,12,59.395332746800285,4.949611062233357,1.9394341255057579,2.229502240813553
UGC01230,10,13.537494103827648,1.3537494103827648,0.6352108892438852,0.8906659161149606
UGC01281,23,60.95083619523282,2.6500363563144704,1.2075256325072121,1.7375658993515655
UGC02259,8,44.448805874268295,5.556100734283537,2.2167242934708296,2.2083899580957924
UGC02455,8,29.120569396244115,3.6400711745305143,1.5508109165901902,1.9710137891632955
UGC02487,17,74.54968961957351,4.385275859974913,1.543778798475716,1.288515890454682
UGC02885,18,173.5384144686154,9.641023026034189,2.6916442715106697,2.4672628314631213
UGC02916,39,437.7429813616765,11.224179009273756,3.4426650543163113,3.6909690651968363
UGC02953,104,705.0205422345236,6.779043675331958,2.0544380310185173,1.873700231875417
