g_bar,g_obs
5.947368747332564e-11,8.453055103298926e-11
5.2440299413001367e-11,7.699882191151598e-11
4.5937072865866694e-11,6.98700945266645e-11
4.1156514939092954e-11,6.401523668443398e-11
3.670368891301066e-11,5.906537184300894e-11
3.337311442438834e-11,5.893807298320699e-11
2.996978849723017e-11,5.5324123535841744e-11
2.7227728566074544e-11,4.8303876216518266e-11
2.4484844124963264e-11,4.0265983889090146e-11
2.2157711878882132e-11,3.848447270845962e-11
2.016502317025822e-11,3.685392329529937e-11
1.8573199505220585e-11,3.599366490995675e-11
6.590049550187101e-10,3.978044462322738e-10
2.4037063282591164e-10,2.351483923951062e-10
1.1236454916594773e-10,1.3523576786060738e-10
6.030355657383489e-11,7.985176124798043e-11
3.698247780406376e-11,5.057926185310868e-11
2.591196977960556e-11,4.368227266681194e-11
1.9248361118339226e-11,3.924107413807417e-11
4.080319164785721e-10,1.7306486095902145e-10
4.6229186371632265e-10,2.282103508934358e-10
3.622873337109724e-10,2.2796871366872307e-10
2.9004245952234607e-10,1.8756023598579033e-10
2.4131135618389057e-10,1.501342255941303e-10
1.727710729232241e-10,1.164825464973838e-10
1.2461587991389306e-10,9.5963830408253e-11
9.36934926650742e-11,8.042057851862114e-11
7.240684435634266e-11,6.99670665414578e-11
5.9246049713048e-11,6.161673808533483e-11
4.8420506036420117e-11,5.540713871115699e-11
3.9806764458722375e-11,5.192302325365054e-11
3.453684488375188e-11,4.8964275035444564e-11
2.947508833157029e-11,4.59640370869036e-11
2.5342272262001226e-11,4.2903286052414033e-11
2.2032385222474217e-11,3.9364320178330046e-11
1.938097328349118e-11,3.745494189641402e-11
4.4935913767030935e-11,8.087711652922729e-11
4.17798151583098e-11,7.190066124855049e-11
3.455485695768911e-11,6.799824090362004e-11
3.4108630398448154e-11,6.919534740935293e-11
3.231929595860153e-11,6.097773495668693e-11
3.103972271161775e-11,5.626486969822004e-11
3.013748196402274e-11,5.315158391627221e-11
2.937677780483878e-11,5.0860471164205724e-11
2.8673587286770092e-11,4.8294457954538693e-11
2.5399753253942532e-11,4.464044610066969e-11
2.171565705428774e-11,3.8133209039065413e-11
1.933025087006547e-11,3.454566737375843e-11
1.6123660323896655e-11,3.2433363008855796e-11
1.3954534295322704e-11,2.9344265210312505e-11
1.22138169623809e-11,2.6901423718180832e-11
1.103784458344546e-11,2.570071826163552e-11
9.717238699796921e-12,2.4906718567624135e-11
8.595778059444403e-12,2.3132349539360363e-11
7.92264734581084e-12,2.1532257246045865e-11
7.090757331903634e-12,2.071280109308812e-11
6.3382359670419445e-12,2.0354575933894363e-11
5.760398854777075e-12,1.968467521287938e-11
1.6550290096595987e-10,4.753032126654939e-10
1.5020486786202925e-10,2.0544599779855774e-10
1.1056889987038237e-10,1.3820354952888974e-10
7.825518914407977e-11,1.103137012935129e-10
5.454848250851477e-11,9.981953503123232e-11
3.724839386852265e-11,8.748400912958946e-11
2.7413325983551474e-11,7.671844994535492e-11
2.028200605983051e-11,6.62124201757681e-11
1.5633489726433778e-11,5.856535193011601e-11
1.2504639721911271e-11,5.289577564366936e-11
1.0207980805937551e-11,4.746735145020818e-11
8.521879725642689e-12,4.3639014906027226e-11
7.23505362246507e-12,4.032771905254976e-11
6.375088205601647e-12,3.739088693682234e-11
9.145056763581914e-10,1.821576493023741e-10
8.741275665904356e-10,2.6464840597631625e-10
7.38632912693269e-10,2.4901398018701974e-10
5.319002233457069e-10,2.2450247741702024e-10
3.9449499215862826e-10,1.8938644357922754e-10
3.0910469911633024e-10,1.795554179001732e-10
2.501069828247358e-10,1.588883709961059e-10
2.1140653495754404e-10,1.4589826254587184e-10
1.707486677775333e-10,1.341512720959408e-10
1.3895552596403113e-10,1.2314012205659968e-10
1.1638863840210061e-10,1.1290784830404556e-10
9.921177921607033e-11,1.0198394911223346e-10
8.599653971972181e-11,9.196578052088424e-11
7.424611863371954e-11,8.271274283546464e-11
6.558244364562132e-11,7.448132027734825e-11
5.758828194712543e-11,6.831747421821643e-11
5.105494424759183e-11,6.429370911226701e-11
4.5762781522976136e-11,6.140557603872405e-11
1.687535040287867e-10,9.278494114005474e-11
1.4341983346098707e-10,1.0118128792788548e-10
1.2954109602560766e-10,8.837833214352684e-11
1.1570198087397902e-10,8.768533589270431e-11
1.120866561023031e-10,9.14282439972812e-11
1.0922670551897346e-10,8.578510188836064e-11
9.784669531650191e-11,7.652534194432102e-11
8.482675312808059e-11,6.975017567906477e-11
7.422667267155111e-11,6.171117238046069e-11
6.445026864938036e-11,5.779281395113772e-11
5.642848541170722e-11,5.55291653183609e-11
5.189575456976254e-11,5.351050487466041e-11
4.8277666928389686e-11,5.123780265373435e-11
4.365360184181556e-11,4.8426192949140646e-11
3.83004458240467e-11,4.58535531564e-11
3.386199185684673e-11,4.4525139388422476e-11
3.033363233895767e-11,4.2626498012355015e-11
2.7164886441533982e-11,4.0942885719724437e-11
2.4460467144851097e-11,3.880186595159726e-11
2.2310278638261777e-11,3.6873638668069867e-11
2.0590994312589953e-11,3.570621074240313e-11
1.898968219344034e-11,3.464882906968254e-11
1.7516547376191663e-11,3.3150376714706254e-11
1.6427771651434392e-11,3.126570621767826e-11
1.5543969982367084e-11,3.002120474544979e-11
1.471653395745213e-11,2.887198312680772e-11
1.3841985358767258e-11,2.6773866979543534e-11
1.3293987564365645e-11,2.638441979093839e-11
1.256485293987364e-11,2.5357896623467606e-11
1.193731699417577e-11,2.4119619871759595e-11
1.1310601503615514e-11,2.296375299166671e-11
1.068033879217016e-11,2.1882632690406415e-11
3.2139759149285128e-09,1.795104950599812e-09
2.128575339144082e-09,1.1358957063058535e-09
1.5602101730099252e-09,9.006780252063519e-10
1.3128185366380556e-09,7.906807033073571e-10
1.1396553851730613e-09,6.539758559706493e-10
1.0036781488794102e-09,6.416920375589685e-10
8.619519647954563e-10,5.531094213545867e-10
7.438340278531274e-10,4.880015718336789e-10
6.599360796726892e-10,4.384079161595245e-10
5.589705977992102e-10,3.8456805038377204e-10
4.839247555838327e-10,3.4167384569179455e-10
4.1600059136943576e-10,3.0643928768342343e-10
3.646196897723144e-10,2.7785097454572505e-10
3.2445937508766464e-10,2.525637604361252e-10
2.85345023863225e-10,2.2975153105054228e-10
2.4703137476837697e-10,2.120617418053362e-10
2.1297868682765092e-10,1.983957699676973e-10
3.666998315823583e-09,1.809359757137497e-09
1.3276053399051748e-09,6.508737819922457e-10
7.249037572057168e-10,4.20268103830542e-10
4.272359600155153e-10,3.0505131812373014e-10
2.7836348046984024e-10,2.394851247214877e-10
2.0628109850939727e-10,1.9962734931950746e-10
1.3518778479943316e-10,1.5256549598916658e-10
9.746953934142686e-11,1.226104329806688e-10
7.184586086403927e-11,1.042352625148167e-10
5.6086716460494027e-11,8.897324321822054e-11
4.574647437043702e-11,7.942171419480146e-11
3.959875557493564e-11,7.247566075640631e-11
3.355993398192532e-11,6.651473530012743e-11
2.8318282875042442e-11,5.866617288522667e-11
2.3910403861240916e-11,5.354003934008709e-11
2.0181543302133985e-11,4.497882849093716e-11
1.7450348953979486e-11,3.87453780670693e-11
1.5150200749700146e-11,3.3431707345683177e-11
1.3213628264681738e-11,3.199130019397984e-11
1.1713787305188564e-11,2.987884091105825e-11
1.0468981721826817e-11,2.8886126523628815e-11
9.355783020265144e-12,2.7917642953287798e-11
1.827204867862029e-09,7.03220638006769e-10
1.3069684272305788e-09,5.947001799237703e-10
1.0400587629917664e-09,4.753246441516046e-10
8.902005821502526e-10,4.205685562086618e-10
6.746271083173716e-10,3.3274542050810834e-10
5.58471600928424e-10,2.7204630062246604e-10
4.831607200607117e-10,2.4496572090464343e-10
4.310878097438643e-10,2.2768181690101157e-10
3.9431282843321187e-10,2.0875260088003547e-10
3.4513439479579807e-10,1.8781919243524083e-10
3.045436013381258e-10,1.7384493241776203e-10
2.712224363302272e-10,1.5952591826270277e-10
1.731708468069673e-10,1.1967914842684923e-10
1.1948781503655125e-10,9.616177730241243e-11
8.617441752183006e-11,7.768197836162262e-11
6.174365369295606e-11,6.45827742886934e-11
4.5957440283307115e-11,5.311725879040107e-11
3.556462140746692e-11,4.430566193365934e-11
2.853973159138787e-11,3.817270714579187e-11
2.3562460160615995e-11,3.394571718679736e-11
1.9922179563044745e-11,3.04231465308317e-11
1.6830780114437804e-11,2.8385047532239787e-11
1.461133451305e-11,2.6058644496872722e-11
1.2835145262869022e-11,2.4050720515780276e-11
1.1501073819384387e-11,2.261040079848072e-11
1.0225334775830679e-11,2.1271657542844387e-11
9.121929886139564e-12,1.8976321592115636e-11
8.128163792613217e-12,1.756094480067461e-11
6.085294880103694e-10,5.201019838698063e-10
4.1518869842049096e-10,3.459338830358065e-10
3.3312031789956655e-10,2.5674605933258135e-10
2.7010510517519026e-10,2.0746450326108617e-10
2.3951197316645687e-10,1.8275561688860816e-10
2.2280101449641306e-10,1.523119352024083e-10
2.0283981346877536e-10,1.2569911165377055e-10
1.6647252170045127e-10,1.0982243585127576e-10
1.4237726237302929e-10,9.317229519452269e-11
1.1843910017783182e-10,8.073070255893901e-11
9.296808365015983e-11,6.81388521373469e-11
7.349903921607401e-11,5.738860928914349e-11
5.932377481549078e-11,4.6289532152191336e-11
4.9183124891144356e-11,4.003738280032382e-11
4.0237450036001055e-11,3.740512978708541e-11
3.3723305666600366e-11,3.503606193412601e-11
2.8781572828530716e-11,3.2052087615771696e-11
2.4944870040387775e-11,3.1794021218719655e-11
8.681483041693672e-11,5.774951393389502e-11
7.910798242586964e-11,4.779397530531686e-11
7.290388301319618e-11,4.393520497511067e-11
6.791620687440517e-11,4.1712353961219795e-11
6.123276490602722e-11,4.423302819183408e-11
5.64720434307833e-11,4.277403918713766e-11
5.288915307205705e-11,4.0078287456910083e-11
4.6512574490618543e-11,4.47376823735833e-11
3.89561830919954e-11,4.889623966961696e-11
3.1889011116038095e-11,5.0630559440294395e-11
2.8498047851296093e-11,4.577962164898222e-11
2.4543920486756135e-11,4.1581551541949167e-11
2.0305358317052294e-11,4.083434252167783e-11
1.7115513294223597e-11,4.073696879918526e-11
1.4153350426460916e-11,3.823251699457404e-11
1.1936372892530118e-11,3.532364385620189e-11
1.05685295977354e-11,3.311706713672133e-11
9.39511858556584e-12,3.1018262978147044e-11
8.362688272313499e-12,2.7978208798152033e-11
7.473458873432976e-12,2.5232566837625313e-11
6.716123202974583e-12,2.3630263350852214e-11
2.06069625667898e-10,2.9502827493883106e-10
1.8463605387286312e-10,2.0773156275081225e-10
1.659036247241442e-10,1.777093720495739e-10
1.4035157751247495e-10,1.422522556867416e-10
1.0956646637452625e-10,1.135227238586567e-10
8.86286707053488e-11,9.81903215157534e-11
7.314357599131246e-11,8.664355699618069e-11
6.042398026264023e-11,7.242706862437928e-11
4.8520066647983045e-11,6.462335157390627e-11
4.053104232146671e-11,6.139160070278228e-11
3.5251540711523526e-11,5.099294828600001e-11
2.982936053256162e-11,4.5368151114103335e-11
2.6130831482550835e-11,4.173021689337488e-11
2.245146815569567e-11,3.821659878193766e-11
1.986415623463688e-11,3.7900922036574316e-11
1.738590065920775e-11,3.5340346259040744e-11
1.552019225994731e-11,3.307338736023498e-11
1.3928290152083145e-11,3.191573146187998e-11
1.2807459941315379e-11,2.948524186255355e-11
2.409004525632435e-10,4.5520868804259074e-10
1.9950796550884108e-10,4.0524660289969645e-10
1.7106962187903831e-10,4.01006166617332e-10
1.5767877127456582e-10,3.7577821385102103e-10
1.5046768474268296e-10,3.4642665034593084e-10
1.4836861942864115e-10,3.3205092069806813e-10
1.446166635420522e-10,3.328078055024461e-10
1.4125304524009126e-10,3.0790085062490006e-10
1.3988522188491316e-10,2.908346693044991e-10
1.4095753161086184e-10,2.8777132774770125e-10
1.404744496515064e-10,2.667338931379866e-10
1.3609993277867514e-10,2.5335750230559274e-10
1.3096904037547832e-10,2.3686434730919583e-10
1.2573225029851259e-10,2.2512471703619951e-10
1.214510668174276e-10,2.0683664042139517e-10
1.1460987524845915e-10,1.8888101266701943e-10
1.0846326885878475e-10,1.7908614599718553e-10
1.0355895540876129e-10,1.666795491526297e-10
9.838881666952106e-11,1.597227933126961e-10
9.289718474714238e-11,1.4815823783784175e-10
8.590089271371676e-11,1.4258112180179582e-10
8.078465954703172e-11,1.440795948248962e-10
7.629844074983731e-11,1.3451187703087343e-10
7.26442011556851e-11,1.281101589206027e-10
6.91024427454914e-11,1.256436435521206e-10
6.526259440733316e-11,1.2437421507086954e-10
6.224042800600046e-11,1.230460756352059e-10
5.922809416295079e-11,1.156228568781115e-10
5.689326639823903e-11,1.1078068587453044e-10
5.354101736102006e-11,1.1014876057825946e-10
4.572320305686055e-11,9.553697643128428e-11
3.836067870091793e-11,8.4626924878912e-11
3.364232683801679e-11,7.580783290674997e-11
1.881496841779437e-10,1.8832087133999477e-10
2.1028387556707715e-10,2.665745301360985e-10
1.8562335523085683e-10,2.6551974704923505e-10
1.676765411732359e-10,2.1652035585930595e-10
1.579938415260839e-10,1.9089141577800035e-10
1.555141372992961e-10,1.8875917774167936e-10
1.562556880207191e-10,2.0822603737226133e-10
1.6097990598342995e-10,2.1764595120071464e-10
1.6599293919826755e-10,2.10589127926276e-10
1.697389201164045e-10,2.0196652561922938e-10
1.7005038803043708e-10,1.9001812672919455e-10
1.6682136292784058e-10,1.8232221970946833e-10
1.5859469483501929e-10,1.627546563723971e-10
1.4767024252140398e-10,1.4759092256789837e-10
1.3435919551474092e-10,1.3211826997150857e-10
1.2360165544503397e-10,1.2101290535726002e-10
1.1683030149147265e-10,1.2561600995185009e-10
1.106707624390027e-10,1.1473847524603059e-10
7.664158720246147e-11,8.730706793599657e-11
5.243452139005467e-11,6.706139219399858e-11
4.648073233377529e-11,6.463703861568838e-11
4.182868725544164e-11,6.265032797598549e-11
3.758414802903761e-11,5.963480844715637e-11
3.334818606906386e-11,5.807022450193138e-11
2.98332524907379e-11,5.605984867164388e-11
2.6763610592701824e-11,5.290671133628654e-11
2.4455208897174056e-11,5.113706700066265e-11
2.1988025918918336e-11,4.976034560605456e-11
1.9890997642684484e-11,4.855909134606773e-11
1.8038828114405162e-11,4.574616768644387e-11
1.670089742764022e-11,4.511122829474995e-11
1.534901778356426e-11,4.3717045617311985e-11
1.4122439374188349e-11,4.24399163153109e-11
1.3031329391907392e-11,3.9330867499578844e-11
1.22182312950107e-11,3.6200433643420933e-11
1.1383506432854423e-11,3.31565535843028e-11
1.0602478204907685e-11,3.157366131456985e-11
9.944652655373276e-12,2.8559358467352588e-11
9.660099890052458e-12,2.925394382752907e-11
8.691610719251994e-12,2.944711160329455e-11
8.024675768350226e-12,2.673129102721501e-11
7.523269036989453e-12,2.851405062854498e-11
7.03633705815876e-12,2.5613117321690956e-11
7.70865890517867e-10,5.936818218088471e-10
6.19575207343406e-10,4.372653667073837e-10
5.129687239931921e-10,3.488773538621813e-10
4.4661349873551247e-10,2.7747679047126437e-10
3.925864058656393e-10,2.396734130228632e-10
3.4487036250872415e-10,2.3761544069993517e-10
3.0085321983232963e-10,2.1338336703299143e-10
2.696612322165987e-10,1.8282578916281747e-10
2.434983244411381e-10,1.81145199127363e-10
2.199188750156245e-10,1.5762354377115872e-10
2.0316161406059332e-10,1.4842045545221178e-10
1.9152772820180463e-10,1.283577083965937e-10
1.811269021093656e-10,1.2987108198880528e-10
1.717702836723409e-10,1.2387005733697214e-10
1.5638961995706416e-10,1.1574629953245068e-10
1.471792898514826e-10,1.1293020667564714e-10
1.1880502288453324e-10,9.28331581691913e-11
9.00509966998506e-11,8.152227320957876e-11
6.91507395195706e-11,7.147546014697619e-11
5.451755405644259e-11,5.846147803373985e-11
4.5503966804651515e-11,5.382885242856932e-11
2.1393901149503706e-10,2.5279701197257566e-10
3.2466046363884437e-10,2.13186888153631e-10
2.905118759309161e-10,1.7197075644392902e-10
1.9424515639390108e-10,1.484207115325579e-10
1.2871905464631316e-10,1.251801907328526e-10
9.014399877504218e-11,1.042709720609915e-10
6.691073958939773e-11,8.353746278985468e-11
5.183564025663011e-11,7.18342175590246e-11
4.2082794445989015e-11,6.384095176914778e-11
3.477996169534393e-11,5.7448445399641547e-11
2.8911509191597366e-11,5.132314761274599e-11
2.456169678154166e-11,4.7041523882154674e-11
2.1417149555869014e-11,4.4222484846174375e-11
1.873268313362798e-11,4.169021874192935e-11
1.6538646668952247e-11,3.897925548454555e-11
1.4773715641168783e-11,3.722763721608713e-11
1.3318711453622392e-11,3.449330695288712e-11
1.1897888746446157e-11,3.182727741483791e-11
1.0761566622922213e-11,2.9677858903492314e-11
9.758296851691986e-12,2.922160259645114e-11
8.9145955477852e-12,2.7406266535718372e-11
8.211045913054989e-12,2.5738635589575318e-11
7.481282332613358e-12,2.450247470362659e-11
6.892480471145501e-12,2.3507859712914374e-11
6.346860906346309e-12,2.2199666492544937e-11
5.888332210440895e-12,2.1742683032289653e-11
5.486263700567433e-12,2.0593040262277624e-11
5.081422883751739e-12,2.0480681098322186e-11
4.750468415043527e-12,1.945294065213023e-11
4.4569001454496574e-12,1.9824207515772232e-11
4.1762740447594496e-12,1.8236097130486345e-11
5.770451445236551e-10,5.500453661697991e-10
2.4874662609121517e-10,3.51408272165869e-10
1.5686795462556112e-10,2.1882277425136518e-10
9.904559569327791e-11,1.3941508652626615e-10
6.630464036299858e-11,1.020385501400153e-10
4.7303577172958404e-11,7.667745870206907e-11
3.430988264619372e-11,6.231616730644598e-11
2.5808612108276853e-11,5.0592687057052666e-11
2.029002112321222e-11,4.290719322834977e-11
1.6215341628788667e-11,3.772203576178772e-11
1.3098317318533773e-11,3.44098351236588e-11
1.1022695602349267e-11,3.302125789994859e-11
9.371637524137341e-12,3.1385804961152053e-11
7.96955105953757e-12,2.8156256550594144e-11
6.794073551246445e-12,2.620814378552749e-11
9.392091152907432e-10,5.648019194440231e-10
7.040823735962517e-10,4.769291246560352e-10
5.60527048508786e-10,3.391457464630284e-10
4.665122326636421e-10,2.8372042271218273e-10
4.2171860511491096e-10,2.637220200408794e-10
4.1022544618835684e-10,2.3102787735589605e-10
3.7959868930134363e-10,2.2161796613035026e-10
3.524901488679612e-10,2.0496508593417962e-10
3.248802475211495e-10,2.0548206320765507e-10
3.017236226553996e-10,2.0387248393936916e-10
2.909993791610204e-10,2.053923879102103e-10
2.8003768082270505e-10,2.0331897213492735e-10
2.7008766556135127e-10,1.9490464295377181e-10
2.6672585460753093e-10,1.859965998854105e-10
2.504931092496152e-10,1.7825174648200372e-10
2.3176513684953535e-10,1.6827708341430059e-10
2.1673678617543897e-10,1.602905017983209e-10
2.0633656284769182e-10,1.5341051700950404e-10
1.9050595175738424e-10,1.4222871296797734e-10
1.7767574902060033e-10,1.36974881882089e-10
1.6134014600325266e-10,1.3059995027248234e-10
1.4672134660734028e-10,1.2325344914375343e-10
1.3762425562980016e-10,1.1668938699801105e-10
1.2962705275494557e-10,1.1054613559602696e-10
1.2365403240994622e-10,1.0361447618414567e-10
1.153517340187659e-10,9.852538300810142e-11
1.0802225156086574e-10,9.491603729394326e-11
1.0094685831853288e-10,8.9359481133709e-11
9.618468132855661e-11,8.806108411413097e-11
9.007001972214312e-11,8.81469745114446e-11
8.459185621790175e-11,8.523682244243081e-11
7.96396578116442e-11,8.353408790868286e-11
7.509594162554884e-11,8.002249806789384e-11
7.204080216153416e-11,7.733903485515179e-11
6.826899247143467e-11,7.51225017105812e-11
6.476630473211626e-11,7.297452950215225e-11
6.167567458574072e-11,7.264897250037718e-11
5.874044555020283e-11,6.992700116267845e-11
5.667467401981763e-11,6.621504298169456e-11
5.360710351366125e-11,6.15198438941406e-11
5.068200087960968e-11,5.857967998388817e-11
4.807492994435844e-11,5.576118455736923e-11
4.637415732051009e-11,5.409804435693331e-11
4.257483242954107e-11,5.220351981542579e-11
4.0538648010227757e-11,4.973987937769373e-11
3.871611776731327e-11,4.803703184868297e-11
3.699959310910211e-11,4.6411169559966605e-11
3.5716357189149146e-11,4.564207017868716e-11
3.4188814695026846e-11,4.469704690134444e-11
3.277457423025321e-11,4.5479869472774617e-11
3.1407884295035334e-11,4.399655281152609e-11
3.044404427573579e-11,4.3891683554677726e-11
2.9293582077655564e-11,4.197943001203016e-11
2.822132787158291e-11,3.9619128659512965e-11
2.7013600948630116e-11,3.989691449185941e-11
2.5880297644009e-11,3.7671711588070094e-11
1.455529211298579e-09,5.927579184476954e-10
1.3536633717138806e-09,5.670165535036129e-10
1.2748147152397753e-09,5.371940209536946e-10
1.1227933099697813e-09,4.74303381138055e-10
9.821251962117158e-10,4.312211408776542e-10
8.918790855294638e-10,4.0005208932713917e-10
7.814819753241545e-10,3.6399297243200587e-10
6.950883760690676e-10,3.3389682962561536e-10
5.46854336125542e-10,2.861335130882613e-10
4.2163443811516263e-10,2.464440427055974e-10
3.456151535402994e-10,2.071726245413867e-10
2.9013401046182045e-10,1.854559537170226e-10
2.448611967990849e-10,1.670345054491295e-10
2.1228095429084356e-10,1.503685717157767e-10
1.8526117719083844e-10,1.3642930923868045e-10
1.6195969604666238e-10,1.2236768200475265e-10
1.4331419478272927e-10,1.1223854802462092e-10
1.297046274708123e-10,1.0305816353765764e-10
1.1805833703796937e-10,9.775954323176383e-11
1.0862112932389991e-10,9.380435822431933e-11
9.972523965227774e-11,8.957298901311996e-11
9.011676317357955e-11,8.573167819109246e-11
8.165615408533268e-11,8.299216732604137e-11
7.522074425801636e-11,7.817356175772102e-11
6.850961027403023e-11,7.407908574467227e-11
6.280200376724918e-11,7.036241139321264e-11
5.777565898251617e-11,6.864305273265855e-11
5.323899927456991e-11,6.653386528432712e-11
4.9053935571834104e-11,6.402532453164928e-11
4.563338690341579e-11,6.296689069686713e-11
4.2229929978030274e-11,5.825680607604596e-11
3.9305052419131497e-11,5.629431853511865e-11
3.674857229995045e-11,5.583626341508237e-11
3.446276598262412e-11,5.31733314854396e-11
3.2356885459412296e-11,5.328653349177119e-11
3.023378597170294e-11,5.0551231894004116e-11
1.845926688886832e-10,1.913433941301731e-10
1.8342225055651046e-10,1.919496181915523e-10
1.8319129842474903e-10,1.8857777718994273e-10
1.8384916054243751e-10,1.822692867362037e-10
1.8321841148967687e-10,1.782387047495602e-10
1.7926538129185572e-10,1.6876269172607474e-10
1.7649000606939688e-10,1.748238331841702e-10
1.7464350242542077e-10,1.7265117146841062e-10
1.7301520692528472e-10,1.638852883992223e-10
1.6306495407513352e-10,1.300947549556395e-10
1.5019609604049008e-10,1.2093818473598125e-10
1.3979913517418697e-10,1.1430149910223856e-10
1.3291373483936675e-10,1.1569507453013612e-10
1.3013651130439087e-10,1.127180073560068e-10
1.2855758170539761e-10,1.141051754467179e-10
1.3161598414884424e-10,1.1459278461870816e-10
1.343182421380736e-10,1.1706338919235872e-10
1.3456779373096058e-10,1.1460253924930266e-10
1.2659624770193236e-10,1.191160871347891e-10
1.1800222254654117e-10,1.1902571574161564e-10
1.1233408130602537e-10,1.145244914598708e-10
1.0734221890540747e-10,1.0607217126983815e-10
1.015493869824524e-10,1.0460675816468002e-10
9.545821096533995e-11,1.0323674289973706e-10
8.944712080842994e-11,1.0569745177651853e-10
8.440812998393866e-11,1.144368677618417e-10
7.913784750570234e-11,1.0557944971425205e-10
7.404224071247884e-11,1.0449818197607381e-10
6.92393026880227e-11,1.0381754775792365e-10
6.447689003512698e-11,9.614787063095375e-11
5.704559019180941e-11,8.90333347491707e-11
4.877315372033454e-11,7.333271610653335e-11
4.0452154724876494e-11,6.418651483314534e-11
3.450684298778919e-11,5.6707712248865845e-11
3.00794796479418e-11,4.846882049859074e-11
2.5759158543521102e-11,3.937135450421257e-11
2.2388387199312218e-11,3.3946972061389674e-11
1.8098220376343276e-09,1.1774857194531945e-09
8.844453457283092e-10,6.305386564830882e-10
5.381518059448412e-10,4.384125652853494e-10
3.6403033580757837e-10,3.3489278199886876e-10
2.591596481746925e-10,2.7435027580689083e-10
1.9237390088357797e-10,2.2999541160738355e-10
1.5015226780519572e-10,1.9774044108708464e-10
1.1957752737319646e-10,1.6962513217587066e-10
9.700556595133556e-11,1.4592936752074337e-10
8.076206912351324e-11,1.287785360274074e-10
6.795766953166785e-11,1.1575602363044619e-10
5.672652322685907e-11,1.0592378464970167e-10
4.897499986041841e-11,9.834275831294368e-11
4.2767718080858e-11,9.171768992226948e-11
3.708870743748338e-11,8.54834229805484e-11
3.2817663354059964e-11,8.0476801678e-11
2.9241504918401615e-11,7.598526487159856e-11
2.1032235039965436e-11,5.311350183624974e-11
1.3503788982501623e-11,4.8682359040829556e-11
1.0294783186403762e-11,4.314668986763022e-11
8.7994060632246e-12,3.6779722042197736e-11
8.384388198192335e-12,3.064975788672325e-11
7.733475550455381e-12,2.924987194066038e-11
6.876214818876511e-12,2.7496117879300422e-11
6.1285867723080756e-12,2.4925530717247966e-11
5.60274853117729e-12,2.266673967533481e-11
4.986508644627724e-12,2.051909196637044e-11
4.641573018268336e-12,1.9328885245598825e-11
4.109372806221647e-12,1.77949449125081e-11
3.478057011011351e-12,1.6481684306931777e-11
3.062341589137878e-12,1.4425908928858597e-11
2.7592401809304487e-12,1.3252250528637582e-11
2.4629976343449374e-12,1.3256704872646992e-11
2.164611798163455e-12,1.2890739441933967e-11
1.9133279438017397e-12,1.2572461799489259e-11
1.6817555016065331e-12,1.105683282501979e-11
1.4966714365077178e-12,1.1014716885616617e-11
1.3479560505810186e-12,9.419885755625555e-12
3.025994293844653e-11,4.407595295029089e-11
2.995396838255717e-11,6.202232432182203e-11
2.846937665274302e-11,5.866001863844722e-11
2.6207726250770105e-11,6.636422553467271e-11
2.3609219758234942e-11,7.162346079066754e-11
1.499999347999859e-11,3.8306458974195144e-11
1.0723933155580303e-11,2.8537626083590322e-11
7.004293746274142e-12,2.2828620624268625e-11
2.200380306666762e-12,3.1199390369837553e-11
2.892277725461271e-12,3.561190620266898e-11
2.516078758139679e-12,3.0151054389550824e-11
3.405984488615727e-12,2.872098737296404e-11
3.3397619878501283e-12,2.6240376603305962e-11
3.3021018271328938e-12,2.4889497999250835e-11
3.8518716092558396e-12,2.355943049764202e-11
4.9770716564705546e-12,2.275541616516989e-11
5.33294598395052e-12,2.13163231957788e-11
5.002220896101276e-12,1.9521070707200338e-11
4.761662022034996e-12,1.7648865845755024e-11
4.284959781111348e-12,1.622064817130437e-11
2.3849693192316708e-11,4.232098288771528e-11
1.8772647862718027e-11,6.491033675720563e-11
1.7077582536626437e-11,6.519317284084942e-11
1.4875520982660188e-11,5.1791737844198875e-11
1.2792826191803945e-11,3.9974227192572606e-11
8.859012747361374e-12,2.9012566658575742e-11
8.1271572933919e-12,2.7863425789543744e-11
4.563860043105398e-12,1.3847232060769568e-11
3.0878855906783833e-12,1.073971739631754e-11
2.254644454305884e-12,9.408274599237122e-12
2.4863134017805362e-12,5.0690810792373024e-12
4.350399654352992e-12,7.260987494299224e-12
5.4706763598110214e-12,9.469600909201912e-12
6.377102428787458e-12,1.1412523531771749e-11
7.129313026571614e-12,1.3222294232015552e-11
7.655628504607061e-12,1.516638958550537e-11
7.062296226132905e-12,1.7372750386360233e-11
7.200181553458395e-12,1.905401326361207e-11
7.691004858648352e-12,2.0097978045511083e-11
7.83086556589878e-12,2.204162493371826e-11
8.048351763339812e-12,2.3607285590840354e-11
8.035403771434657e-12,2.4921806757023307e-11
8.093642897596235e-12,2.5994173045372008e-11
8.011573002499769e-12,2.684065200934554e-11
7.893646943098884e-12,2.7932983075421582e-11
7.715656165059342e-12,2.8441517300084154e-11
7.574929320822414e-12,2.8535719988353197e-11
7.0523146457364455e-12,2.9649504645335347e-11
6.617695428543601e-12,2.7410850419009585e-11
5.9339195456952915e-12,2.5593559053012934e-11
5.173487679430785e-12,2.3766985501517564e-11
5.045585706149542e-12,2.2311065473735597e-11
4.8765353130109875e-12,2.1024615660355057e-11
1.9715187500794224e-11,9.998379779650033e-11
