N,stack_kappa_mean,stack_kappa_ci95_lo,stack_kappa_ci95_hi,stack_gamma_mean,stack_gamma_ci95_lo,stack_gamma_ci95_hi
24,0.02151224424596876,0.018140023169689812,0.025201953057937012,0.04379362938925624,0.04149830002182474,0.046252262689328444
